Customer ID,LifetimeSpend,AvgQuantityPerLine,TotalLineItems,Country,Recency,Frequency,Return_Recency,Return_Frequency,TotalReturnValue,AvgReturnValue,TotalReturnLineItems,AvgReturnQuantityPerLine,CustomerTenureDays,AOV,PurchaseVelocity,Return_Value_Ratio,Spend_Cluster_Unclassified,Spend_Cluster_0,Spend_Cluster_1,Spend_Cluster_2,Cluster_Median_Delta,Financial_Momentum,Lifespan_Consistency,Is_Churned
12421,360.01,9.137931034,29,Spain,49,3,230,1,5,5,1,4,235,120.0033333,0.012765957,0.013888503,0,0,287.41,72.6,1.53125,7.347142857,705,0
12422,3194.29,16.97080292,137,Switzerland,55,10,270,0,0,0,0,0,452,319.429,0.022123894,0,0,25.2,2784.24,384.85,1.71875,58.078,4520,0
12423,1037.32,12.32835821,67,Belgium,22,4,270,0,0,0,0,0,196,259.33,0.020408163,0,0,0,934.72,102.6,0.6875,47.15090909,784,0
12424,1528.82,19.02985075,67,Australia,153,2,284,3,50.25,10.05,5,2,278,764.41,0.007194245,0.032868487,0,0,1351.27,177.55,4.78125,9.992287582,556,0
12425,903.61,10.28813559,59,Portugal,178,1,160,1,60.6,15.15,4,11,178,903.61,0.005617978,0.067064331,0,0,808.51,95.1,5.5625,5.076460674,178,1
12426,656.68,6.176470588,51,Germany,393,1,377,1,33.8,6.76,5,1.4,393,656.68,0.002544529,0.051471036,0,23.7,521.18,111.8,12.28125,1.670941476,393,0
12427,192.55,5.583333333,12,Germany,102,1,82,1,56.95,18.98333333,3,3,102,192.55,0.009803922,0.295767333,0,0,112.65,79.9,3.1875,1.887745098,102,1
12428,4418.02,11.01036269,193,Finland,14,2,270,0,0,0,0,0,14,2209.01,0.142857143,0,0,339.3,2561.72,1517,0.4375,315.5728571,28,0
12429,3541.11,21.82894737,76,Denmark,96,5,158,1,50.4,50.4,1,120,276,708.222,0.018115942,0.014232825,0,0,2959.06,582.05,3,36.8865625,1380,0
12431,5788.55,10.26530612,245,Australia,15,15,118,3,67.5,22.5,3,6,424,385.9033333,0.035377358,0.011660951,0,73.8,3751.14,1963.61,0.46875,385.9033333,6360,0
12433,7205.39,21.13636364,286,Norway,96,5,270,0,0,0,0,0,207,1441.078,0.024154589,0,0,114.3,6527.57,563.52,3,75.05614583,1035,1
12434,269.54,5.434782609,23,Australia,111,1,91,1,27.75,9.25,3,4.333333333,111,269.54,0.009009009,0.102953179,0,0,198.04,71.5,3.46875,2.428288288,111,0
12435,6096.04,38.19736842,76,Denmark,127,4,270,0,0,0,0,0,467,1524.01,0.00856531,0,0,0,4392.84,1703.2,3.96875,48.00031496,1868,0
12437,7439.4,14.21105528,398,France,19,24,42,7,270.55,15.03055556,18,3.833333333,467,309.975,0.051391863,0.03636718,0,191.1,6306.35,941.95,0.59375,391.5473684,11208,0
12439,1089.18,6.054054054,74,Cyprus,413,2,456,1,53.7,17.9,3,10,456,544.59,0.004385965,0.049303145,0,30.3,733.28,325.6,12.90625,2.637239709,912,1
12440,648.15,9.242424242,33,Austria,192,2,187,1,91.05,30.35,3,7.666666667,448,324.075,0.004464286,0.140476741,0,0,544.75,103.4,6,3.37578125,896,1
12441,155.55,12,10,France,97,1,270,0,0,0,0,0,97,155.55,0.010309278,0,0,0,155.55,0,3.03125,1.603608247,97,1
12443,365.31,8.95,20,Norway,462,1,270,0,0,0,0,0,462,365.31,0.002164502,0,0,0,189.03,176.28,14.4375,0.790714286,462,1
12445,293.08,6.761904762,21,Spain,151,1,130,1,8.5,8.5,1,2,151,293.08,0.006622517,0.02900232,0,0,270.63,22.45,4.71875,1.940927152,151,1
12449,678.6,80.44444444,9,Denmark,169,1,270,0,0,0,0,0,169,678.6,0.00591716,0,0,0,678.6,0,5.28125,4.015384615,169,0
12450,469.07,9.59375,32,Spain,129,3,174,2,21.25,7.083333333,3,2.333333333,204,156.3566667,0.014705882,0.045302407,0,0,426.57,42.5,4.03125,3.63620155,612,0
12451,6532.52,19.63461538,260,Switzerland,55,4,232,1,21.35,10.675,2,6.5,259,1633.13,0.015444015,0.003268264,0,51.3,5771.46,709.76,1.71875,118.7730909,1036,0
12454,4098.96,55.8,40,Spain,126,3,126,2,8832.48,552.03,16,279,151,1366.32,0.01986755,2.154810001,0,0,3780.96,318,3.9375,32.53142857,453,1
12455,5066.99,15.52840909,176,Cyprus,27,5,270,0,0,0,0,0,452,1013.398,0.011061947,0,0,40.2,3360.19,1666.6,0.84375,187.6662963,2260,0
12457,434.53,10,24,Switzerland,165,1,147,1,78.15,26.05,3,2.666666667,165,434.53,0.006060606,0.179849493,0,0,260.78,173.75,5.15625,2.633515152,165,0
12458,1077.01,12.01612903,62,Switzerland,15,3,270,0,0,0,0,0,218,359.0033333,0.013761468,0,0,0,998.41,78.6,0.46875,71.80066667,654,1
12459,398.36,11.63636364,22,Spain,335,1,270,0,0,0,0,0,335,398.36,0.002985075,0,0,0,351.61,46.75,10.46875,1.189134328,335,1
12460,296.65,9.882352941,17,Belgium,186,1,270,0,0,0,0,0,186,296.65,0.005376344,0,0,0,202.95,93.7,5.8125,1.594892473,186,1
12462,573.31,6.441860465,43,Spain,33,1,25,1,20.8,5.2,4,1,33,573.31,0.03030303,0.036280546,0,0,365.76,207.55,1.03125,17.3730303,33,1
12464,288.85,4.428571429,7,Belgium,15,2,270,0,0,0,0,0,39,144.425,0.051282051,0,0,0,30.6,258.25,0.306748466,19.25666667,78,0
12467,0,0,18,USA,153,1,116,1,132.8,14.75555556,9,14.33333333,153,0,0.006535948,132.8,0,0,0,0,5.687732342,0,153,1
12468,2725.1,14.69465649,131,Germany,46,4,160,4,40.69,3.699090909,11,1.363636364,413,681.275,0.00968523,0.014931562,0,17.7,2285.47,421.93,1.4375,59.24130435,1652,0
12469,3070.54,33.57894737,76,Thailand,253,2,270,0,0,0,0,0,267,1535.27,0.007490637,0,0,29.1,2446.54,594.9,7.90625,12.13652174,534,1
12470,211.95,4.130434783,23,Unspecified,420,1,270,0,0,0,0,0,420,211.95,0.002380952,0,0,3.75,137.45,70.75,13.125,0.504642857,420,1
12471,21489.97549,11.58863636,880,Germany,19,50,21,39,1365,11.09756098,123,2.43902439,463,429.7995097,0.107991361,0.063517988,0,15.3,14950.46,6524.215485,0.59375,1131.051341,23150,0
12472,10521.64,10.38801712,701,Germany,48,14,36,14,676.2,6.695049505,101,3.495049505,456,751.5457143,0.030701754,0.064267548,0,115.9,9580.56,825.18,1.5,219.2008333,6384,0
12474,5206.11,9.921511628,344,Germany,18,15,35,13,207.93,8.3172,25,3.12,397,347.074,0.037783375,0.039939609,0,56.4,4496.91,652.8,0.5625,289.2283333,5955,0
12475,396.26,9.75,24,Germany,140,1,270,0,0,0,0,0,140,396.26,0.007142857,0,0,15.3,294.86,86.1,4.375,2.830428571,140,1
12476,6848.12,10.14067278,327,Germany,29,10,29,9,187.6,7.816666667,24,1.416666667,232,684.812,0.043103448,0.02739438,0,0,5030.17,1817.95,0.90625,236.142069,2320,0
12477,9408.38,9.757861635,318,Germany,32,4,42,1,4.2,2.1,2,1,353,2352.095,0.011331445,0.000446411,0,132.9,5782.66,3492.82,1,294.011875,1412,0
12480,2663.72,12.3255814,129,Germany,66,4,153,1,29.75,9.916666667,3,1.666666667,237,665.93,0.016877637,0.011168591,0,0,2275.32,388.4,2.0625,40.35939394,948,0
12481,7105.22,21.58252427,206,Germany,67,7,167,2,138.9,46.3,3,41.33333333,337,1015.031429,0.020771513,0.019549008,0,35.4,6075.52,994.3,2.09375,106.0480597,2359,0
12482,21941.72,133.8613861,202,Sweden,306,27,270,0,0,0,0,0,384,812.6562963,0.0703125,0,0,0,21758.12,183.6,9.5625,71.70496732,10368,1
12483,2482.36,19.59701493,67,Sweden,69,12,364,1,23.4,23.4,1,12,407,206.8633333,0.029484029,0.009426513,0,138.7,2182.26,161.4,2.15625,35.97623188,4884,0
12484,2588.1,7.303030303,231,Spain,66,6,8,3,56.35,7.04375,8,1.25,411,431.35,0.01459854,0.021772729,0,81.62,2068.28,438.2,2.0625,39.21363636,2466,0
12485,708.1,12.17647059,34,Sweden,259,1,270,0,0,0,0,0,259,708.1,0.003861004,0,0,17.7,469.1,221.3,8.09375,2.733976834,259,1
12486,917.28,10.83333333,48,Sweden,162,1,270,0,0,0,0,0,162,917.28,0.00617284,0,0,24,747.48,145.8,5.0625,5.662222222,162,1
12487,259.8,48,3,Sweden,461,1,461,1,25.5,25.5,1,30,461,259.8,0.002169197,0.098152425,0,76.5,183.3,0,14.40625,0.563557484,461,1
12489,298.93,7.357142857,14,France,66,1,270,0,0,0,0,0,66,298.93,0.015151515,0,0,0,191.43,107.5,2.0625,4.529242424,66,1
12490,4673.93,13.47389558,249,France,60,11,385,1,5,5,1,4,468,424.9027273,0.023504274,0.001069764,0,0,4171.61,502.32,1.875,77.89883333,5148,0
12492,380,11.80952381,21,Germany,133,1,270,0,0,0,0,0,133,380,0.007518797,0,0,0,316.15,63.85,4.15625,2.857142857,133,1
12494,684.07,6.763636364,55,France,26,5,21,6,53.65,6.70625,8,2.5,306,136.814,0.016339869,0.078427646,0,15.6,579.37,89.1,0.8125,26.31038462,1530,0
12495,243.4,6.888888889,18,Sweden,371,1,365,1,34,17,2,2,371,243.4,0.002695418,0.139687757,0,0,201.75,41.65,11.59375,0.65606469,371,1
12496,45.34,3,10,Spain,350,2,270,0,0,0,0,0,350,22.67,0.005714286,0,0,16.64,28.7,0,10.9375,0.129542857,700,1
12497,5043.4,105.7142857,42,Germany,131,2,270,0,0,0,0,0,375,2521.7,0.005333333,0,0,0,4665.8,377.6,4.09375,38.49923664,750,1
12499,357.72,11.53846154,26,Germany,290,1,270,0,0,0,0,0,290,357.72,0.003448276,0,0,0,340.72,17,9.0625,1.233517241,290,1
12500,2382.8,14.72916667,96,Germany,11,10,363,4,31.35,5.225,6,1.666666667,403,238.28,0.024813896,0.01315679,0,140.45,1841.24,401.11,0.34375,216.6181818,4030,0
12501,1945.68,10.77987421,159,Germany,67,1,45,1,79.71,7.246363636,11,5.545454545,67,1945.68,0.014925373,0.040967682,0,32.7,1669.08,243.9,2.09375,29.04,67,1
12502,505.25,5.566666667,30,Spain,40,1,270,0,0,0,0,0,40,505.25,0.025,0,0,0,227,278.25,0.81799591,12.63125,40,0
12503,896,560,1,Spain,314,1,270,0,0,0,0,0,314,896,0.003184713,0,0,0,896,0,9.8125,2.853503185,314,1
12504,261,40.66666667,9,Germany,147,2,270,0,0,0,0,0,327,130.5,0.006116208,0,0,0,261,0,4.59375,1.775510204,654,1
12505,744.5,6.844444444,45,Italy,139,1,123,1,42.7,10.675,4,2.5,139,744.5,0.007194245,0.057353929,0,0,517.8,226.7,4.34375,5.356115108,139,1
12507,817.41,14.74358974,39,Spain,29,2,270,0,0,0,0,0,315,408.705,0.006349206,0,0,0,727.41,90,0.90625,28.18655172,630,0
12509,158.5,9,6,France,14,1,270,0,0,0,0,0,14,158.5,0.071428571,0,0,0,124.5,34,0.4375,11.32142857,14,1
12510,2771.81,14.05072464,138,Spain,55,6,348,2,49.7,12.425,4,6.5,465,461.9683333,0.012903226,0.017930522,0,102.84,1739.42,929.55,1.71875,50.39654545,2790,0
12511,3065.77,9.010309278,194,Greece,159,1,145,1,18.25,4.5625,4,1.25,159,3065.77,0.006289308,0.005952828,0,92.4,2221.47,751.9,4.96875,19.28157233,159,1
12514,580.08,12.12121212,33,Italy,372,1,270,0,0,0,0,0,372,580.08,0.002688172,0,0,0,478.2,101.88,11.625,1.559354839,372,0
12515,278.7,8.533333333,15,Italy,83,1,270,0,0,0,0,0,83,278.7,0.012048193,0,0,0,149.55,129.15,2.59375,3.357831325,83,1
12516,1102.56,23.13043478,46,Germany,161,2,270,0,0,0,0,0,329,551.28,0.006079027,0,0,31.2,1035.96,35.4,5.03125,6.848198758,658,0
12519,318.35,8.826086957,23,Germany,207,1,194,1,31.35,15.675,2,3.5,207,318.35,0.004830918,0.09847652,0,0,282.65,35.7,6.46875,1.537922705,207,1
12520,897.42,10.38983051,59,Germany,4,1,270,0,0,0,0,0,4,897.42,0.25,0,0,15.3,712.17,169.95,0.125,224.355,4,0
12523,2449.83,9.2625,160,France,21,14,140,5,89.1,8.91,10,2.2,462,174.9878571,0.03030303,0.036369871,0,21.45,1906.16,522.22,0.65625,116.6585714,6468,0
12524,6971.81,32.07246377,138,Germany,11,12,166,1,34.75,17.375,2,2.5,399,580.9841667,0.030075188,0.004984358,0,0,6519.26,452.55,0.34375,633.8009091,4788,0
12525,745.18,6.342105263,76,France,228,3,221,5,138.55,8.15,17,1.294117647,377,248.3933333,0.00795756,0.185928232,0,0.13,731.2,13.85,7.125,3.268333333,1131,1
12527,653.72,18.28571429,28,Germany,25,4,270,0,0,0,0,0,259,163.43,0.015444015,0,0,0,551.72,102,0.78125,26.1488,1036,1
12528,681.66,8.404761905,42,Germany,7,2,270,0,0,0,0,0,43,340.83,0.046511628,0,0,0,410.16,271.5,0.21875,97.38,86,0
12529,311.78,8.260869565,23,France,258,1,253,1,4.7,2.35,2,1,258,311.78,0.003875969,0.015074732,0,0,258.73,53.05,8.0625,1.208449612,258,1
12530,2201.63,18.79,100,Germany,67,6,139,1,12.75,12.75,1,1,372,366.9383333,0.016129032,0.005791164,0,0,1965.28,236.35,2.09375,32.86014925,2232,0
12531,1611.83,9.130434783,115,Germany,416,1,411,1,34.15,5.691666667,6,2.5,416,1611.83,0.002403846,0.021187098,0,0,1442.58,169.25,13,3.874591346,416,1
12533,1005.99,6.363636364,88,Germany,358,2,349,4,217.9,12.10555556,18,7.555555556,469,502.995,0.004264392,0.216602551,0,42.3,814.79,148.9,11.1875,2.810027933,938,1
12537,612.94,10.61904762,42,Sweden,139,1,270,0,0,0,0,0,139,612.94,0.007194245,0,0,0,552.44,60.5,4.34375,4.409640288,139,1
12538,276.5,11.15384615,13,Spain,108,1,270,0,0,0,0,0,108,276.5,0.009259259,0,0,0,224.65,51.85,3.375,2.560185185,108,1
12539,9050.1,9.021634615,416,Spain,47,5,270,0,0,0,0,0,446,1810.02,0.011210762,0,0,138.6,5501.5,3410,1.46875,192.5553191,2230,0
12540,9585.72,15.46017699,339,Spain,41,18,54,1,65.7,65.7,1,6,462,532.54,0.038961039,0.006853945,0,15.3,7080.87,2489.55,1.28125,233.7980488,8316,0
12541,284.4,17.9375,16,Spain,11,1,270,0,0,0,0,0,11,284.4,0.090909091,0,0,0,284.4,0,0.34375,25.85454545,11,0
12542,423.38,11.42222222,45,Spain,214,2,334,2,58.5,9.75,6,1.333333333,370,211.69,0.005405405,0.138173745,0,0,367.93,55.45,6.6875,1.978411215,740,1
12543,840.25,16.26190476,42,Spain,178,1,270,0,0,0,0,0,178,840.25,0.005617978,0,0,0,766.3,73.95,5.5625,4.720505618,178,1
12547,279.18,16.58823529,17,Spain,11,2,270,0,0,0,0,0,230,139.59,0.008695652,0,0,0,279.18,0,0.34375,25.38,460,0
12549,1570.68,28.4375,48,USA,306,5,270,0,0,0,0,0,428,314.136,0.011682243,0,0,34.8,1535.88,0,9.5625,5.132941176,2140,1
12551,168,10,10,Spain,88,1,270,0,0,0,0,0,88,168,0.011363636,0,0,0,168,0,2.75,1.909090909,88,1
12553,1650.13,8.745098039,102,France,11,5,24,4,56.2,14.05,4,10.25,153,330.026,0.032679739,0.034057923,0,0,1372.68,277.45,0.34375,150.0118182,765,0
12554,384.5,9.48,25,Spain,179,1,270,0,0,0,0,0,179,384.5,0.005586592,0,0,0,309.35,75.15,5.59375,2.148044693,179,1
12557,10142.3,117.4482759,29,Spain,63,5,270,0,0,0,0,0,453,2028.46,0.011037528,0,0,0,10142.3,0,1.96875,160.9888889,2265,0
12559,500.21,13.28571429,21,Germany,41,2,41,1,25.5,25.5,1,2,50,250.105,0.04,0.050978589,0,0,438.66,61.55,1.28125,12.2002439,100,1
12561,238.85,11.0625,16,Germany,33,1,270,0,0,0,0,0,33,238.85,0.03030303,0,0,0,178.7,60.15,1.03125,7.237878788,33,1
12562,1041.18,14.59459459,37,France,116,2,270,0,0,0,0,0,165,520.59,0.012121212,0,0,0,723.28,317.9,3.625,8.975689655,330,0
12563,221.24,9.333333333,12,Italy,139,1,270,0,0,0,0,0,139,221.24,0.007194245,0,0,0,221.24,0,4.34375,1.591654676,139,1
12565,131.17,7.5,10,Saudi Arabia,19,1,12,1,14.75,14.75,1,5,19,131.17,0.052631579,0.112449493,0,0,120.19,10.98,0.59375,6.903684211,19,1
12567,4957.61,9.444,250,France,39,8,305,1,29.7,14.85,2,3,397,619.70125,0.020151134,0.00599079,0,45.3,3759.63,1152.68,1.21875,127.1182051,3176,0
12568,52,11.75,4,Germany,375,1,270,0,0,0,0,0,375,52,0.002666667,0,0,0,30.7,21.3,11.71875,0.138666667,375,1
12573,556.87,4.340659341,91,France,111,4,270,0,0,0,0,0,195,139.2175,0.020512821,0,0,154.92,293.2,108.75,3.46875,5.016846847,780,0
12574,182.45,5.9,10,France,46,1,270,0,0,0,0,0,46,182.45,0.02173913,0,0,0,127.9,54.55,1.4375,3.966304348,46,1
12575,568.82,8.666666667,36,France,187,2,270,0,0,0,0,0,257,284.41,0.007782101,0,0,0,504.29,64.53,5.84375,3.041818182,514,1
12576,963.74,9.368421053,76,Poland,35,4,166,2,50,12.5,4,3,256,240.935,0.015625,0.051881213,0,0,933.89,29.85,1.09375,27.53542857,1024,0
12577,1186.39,3.908675799,219,France,89,6,270,0,0,0,0,0,466,197.7316667,0.012875536,0,0,7.35,1096.34,82.7,2.78125,13.33022472,2796,1
12578,2966.6,13.96268657,134,Italy,60,3,47,3,70,7.777777778,9,5.111111111,174,988.8666667,0.017241379,0.023596036,0,-11.25,2628.5,349.35,1.875,49.44333333,522,1
12580,583.2,9.939393939,33,Germany,307,1,270,0,0,0,0,0,307,583.2,0.003257329,0,0,0,532.2,51,9.59375,1.899674267,307,0
